Date,Close,Open,High,Low,Volume
2024-01-01,75.0,75.55704757864511,76.37049368993125,74.58753321168322,1668504.0
2024-01-02,75.18838555993538,75.11029401356276,75.61316840486724,74.58177771072961,188909.0
2024-01-03,75.6461787722333,74.7468150603975,75.68715514056198,74.38853812046533,2682547.0
2024-01-04,75.68165989826126,75.57003854446677,76.02519039737439,74.47745119672234,2458261.0
2024-01-05,76.21659747478851,75.25850844962784,76.47926744208688,74.86029418766786,1417821.0
2024-01-08,76.03203675969345,76.0455573955852,76.37680472122369,75.64360299453566,3318999.0
2024-01-09,76.77453832628906,75.16102343256787,77.57756037199141,74.29624392750759,349355.0
2024-01-10,76.55395696876103,76.48318629059229,77.09725813636236,75.95522916085412,4712807.0
2024-01-11,76.5590882596056,76.85921717797427,76.95251138784022,76.04536628932316,1793622.0
2024-01-12,76.02849289116907,76.81984888028425,77.09856071855586,75.35423698152623,4075829.0
2024-01-15,76.24519782313807,76.13843249235333,76.72463240129005,75.27379695072692,1062461.0
2024-01-16,76.40368621576918,76.4187103192586,76.75060849422198,76.36983409700377,1459908.0
2024-01-17,76.81318914123614,76.15177714314943,77.78932586945973,75.83598516320934,2416947.0
2024-01-18,76.31394937599869,76.5060662348067,76.86018657079799,76.05927732908827,4436636.0
2024-01-19,76.57939385439366,76.5509348175242,78.58136249639023,75.83685038392225,4156739.0
2024-01-22,76.4266522367326,76.17554773359593,77.29798223334673,74.9727488598365,182317.0
2024-01-23,76.51705381420354,76.57515573535129,77.97192382687247,76.03055829485224,163982.0
2024-01-24,76.3265229811648,76.75280064300499,76.76838682597905,75.32771358419734,4361517.0
2024-01-25,74.6106693330217,76.11746169744814,76.33204037174119,74.3629184358134,3857552.0
2024-01-26,72.22687301840477,75.03399689086531,75.06745051527679,71.54790549164376,2820357.0
2024-01-29,70.28740678243264,72.00744841109511,72.81313205226343,69.75337347301236,1119042.0
2024-01-30,69.0750112944807,70.17374463110025,70.34606649689759,68.58441593521268,622417.0
2024-01-31,67.52116264045205,69.22656947836418,69.33481786153463,67.3626862484267,1325850.0
2024-02-01,67.77040168028577,68.26715667072571,68.58953154570965,67.46752195409361,2909731.0
2024-02-02,67.85017559936945,67.70342712909279,68.37235808021764,67.44579733834692,1170101.0
2024-02-05,67.71806218761539,67.84387594424717,68.02698135138671,66.9710687176252,1317656.0
2024-02-06,67.83413030153086,68.11430668743222,68.71837389789998,67.48395283454545,4551024.0
2024-02-07,67.93262173827335,67.30835958658548,68.98845915127518,66.90665445014577,4893293.0
2024-02-08,67.94462679916558,67.68907807931258,68.90116617175426,67.14924649709556,1388120.0
2024-02-09,67.46521084890357,67.55450803326094,67.70663735043746,66.9549718131411,2792437.0
2024-02-12,67.5570125539147,68.06819448297239,68.38894833007703,67.44274508263476,2665739.0
2024-02-13,67.88548889225098,68.66050932546769,68.85882206744202,67.61902236151074,137943.0
2024-02-14,67.79295960750292,67.86234993486562,68.37748645421064,67.35521500293633,2130148.0
2024-02-15,67.80347951679013,67.58007690417057,68.01226109262247,66.67837920050502,2117659.0
2024-02-16,67.66957381741975,67.68454474664928,67.83948921218574,67.45195032645971,1534524.0
2024-02-19,67.98747842930757,67.44961104491865,68.70284807535228,66.81379482637742,3169151.0
2024-02-20,67.94187937517661,68.0795082071988,68.31652364236527,67.90235507080597,3259727.0
2024-02-21,67.99732504321425,67.99017259999323,68.51471425545378,67.82204790550247,2390853.0
2024-02-22,67.55824748574776,68.35473532084728,68.93896609539517,67.12299787482405,4735643.0
2024-02-23,67.51069675650965,67.46166901392229,68.68660950246597,67.28224497065793,1596771.0
2024-02-26,67.67279209076733,68.36248198121143,68.38027442716785,67.53931076759557,3322193.0
2024-02-27,67.44223421607639,67.39383501247332,67.99243424093856,67.30334651365634,1634590.0
2024-02-28,67.40306624900681,67.55512638064988,67.76576684388174,67.30734329005773,3738946.0
2024-02-29,67.27484100495586,67.46618271068492,67.85268658237227,66.66781823930157,1801593.0
2024-03-01,67.10607246459442,67.0992026451141,67.32362782214165,66.95232266478943,1201090.0
2024-03-04,66.99788759977508,66.99851971801655,67.77452267527757,66.63969090684063,1107330.0
2024-03-05,66.73040369980384,66.90511887436557,67.20639213329109,66.70336764097003,1901386.0
2024-03-06,66.94465554508442,66.17345716917372,66.98099260351387,65.73578433541039,4019238.0
2024-03-07,66.75119900561238,67.16262633077895,67.72908911221704,66.52679426862176,4493798.0
2024-03-08,67.20668492000434,66.80394215517599,67.25073220803729,66.26377900399415,3810816.0
2024-03-11,67.62107395317767,67.27803984658101,67.77653060110134,66.96541276750023,2415341.0
2024-03-12,68.00066215697586,67.58647231337056,68.50765770132234,66.76040664487154,1865405.0
2024-03-13,68.4577098680819,68.39362938904412,68.73948295875456,68.39304126706162,768899.0
2024-03-14,68.44638818094057,68.35053036827117,68.5748469883388,68.2926160283548,1746612.0
2024-03-15,68.44450446527868,68.5520581839651,69.05475954413738,68.0071236703203,4192721.0
2024-03-18,68.7451455011821,68.58964687373712,68.76993363526275,68.34093543021503,2586949.0
2024-03-19,68.7175649964344,68.58486861633965,69.32106611224576,67.70895580786423,153670.0
2024-03-20,68.25693966090145,68.42246702950176,68.66818416682742,68.03531430025237,3741467.0
2024-03-21,67.89991995285267,68.38371312655599,69.00776600976329,67.55127479029916,1680799.0
2024-03-22,67.6628203971571,67.97799498521573,68.29605511313005,67.0967034006287,1015976.0
2024-03-25,68.20121744779934,68.04751417289513,68.26547006877536,67.50475423036455,988284.0
2024-03-26,68.00990988073225,68.29934224101875,68.95728522234123,67.31184394648324,1439868.0
2024-03-27,67.78415072561324,68.26932081013072,68.32414652841739,67.47604870215156,3616805.0
2024-03-28,68.08744791912929,68.5150664697023,68.76705476067029,67.91537921114869,3363493.0
2024-03-29,68.21339987329402,67.97830499453308,68.22360136049305,67.59401113370852,2481172.0
2024-04-01,68.88790697588679,67.95309511572334,68.90364109750928,67.68238360736251,1468865.0
2024-04-02,68.59890846819965,68.97407145884574,69.9828261392423,68.24877491223344,2327306.0
2024-04-03,68.62620135396656,68.74638881293535,68.79591327294476,68.35707567435081,2039003.0
2024-04-04,68.4476189646171,68.49321925836887,68.5873369729525,68.37140463668439,642352.0
2024-04-05,68.45018457082215,68.30147909009479,68.98600544789281,67.7368844708547,4701621.0
2024-04-08,68.36937909903884,68.95440775469318,69.05105443367758,67.71132723657848,3446815.0
2024-04-09,67.99975336046217,68.47884762845774,68.8373894720978,66.96737426087756,184336.0
2024-04-10,67.71531742756363,67.64172559444697,67.72364427785087,67.4259891672837,3371979.0
2024-04-11,67.36604623656099,67.62166614399402,68.26596572621423,66.31293457279901,2445881.0
2024-04-12,67.66318896536028,66.7214256369463,68.08733489390957,66.7013684855292,1433878.0
2024-04-15,67.19867544239462,67.72364588895084,67.97795947065164,66.95018176664294,242343.0
2024-04-16,67.66453794362602,66.84267880909213,68.00087022539898,66.48715012632275,1815836.0
2024-04-17,67.39732654591282,67.50969409738687,67.92775811347313,67.13553391551869,3701883.0
2024-04-18,67.62997628371731,67.76799536312032,68.48947694765394,67.33922642469528,4102826.0
