Date,Close,Open,High,Low,Volume
2024-01-01,280.0,279.7540128559805,281.84929228142335,279.4622560980373,2281135.0
2024-01-02,278.93761031579294,278.1800206078208,278.9452830053811,278.0918407452052,1190822.0
2024-01-03,278.2188530897784,276.00642883716364,281.9725465111069,275.49918031835455,928860.0
2024-01-04,276.3017426169936,276.6930757974953,278.6417874363918,272.6488792437743,4829608.0
2024-01-05,274.41269849621546,277.6910590186759,278.07536037766033,266.95361333830766,2569788.0
2024-01-08,274.71473586047995,276.73733356391205,279.3305530712106,273.37844238918314,3195200.0
2024-01-09,274.9676928971537,276.3927279482302,276.39996718265866,274.6659609509278,192003.0
2024-01-10,275.15199458756325,275.26976281830423,276.21061062226926,273.4753013317626,2628123.0
2024-01-11,274.219243051177,274.97213675803863,278.1862867306758,272.880675713799,2605419.0
2024-01-12,273.753420100971,275.83692029672574,276.0077043000129,273.1865100062584,2863139.0
2024-01-15,273.45886305376484,273.33322200118965,275.4413621697846,272.54594655288565,3577265.0
2024-01-16,272.6290868153352,273.0273603926158,275.6269425016408,272.56334791513996,400977.0
2024-01-17,273.1266849124081,271.10916996748915,276.1491243005122,270.46419542643133,3098088.0
2024-01-18,273.3731652376913,272.9262943645159,273.3741093359471,270.2014110032851,151768.0
2024-01-19,274.87070523272087,276.276921256543,276.27902528549043,274.46675564933616,3249385.0
2024-01-22,274.9453163619537,275.5261642491942,276.13327996354235,272.7381675862105,3539039.0
2024-01-23,275.5797897753026,275.4840246528198,277.17108930804983,273.927724676064,1746193.0
2024-01-24,274.7464779272692,277.81462620265273,278.47894246019933,271.6132633613605,1793363.0
2024-01-25,266.78075409022836,276.69678843118743,279.2198477608817,266.6457142049591,348778.0
2024-01-26,258.8538581751476,265.16402147969114,265.7117377602456,258.11225667144595,2596639.0
2024-01-29,254.5593080045672,259.1447570000874,261.6649394969181,251.2250891074636,549401.0
2024-01-30,248.73834589021573,256.39463625570585,258.0764570011192,248.2170275740684,211732.0
2024-01-31,242.91386659623126,246.59133356558064,247.94322981280862,242.83735498309073,4800464.0
2024-02-01,244.91758255980307,242.29317292060773,246.58631988697005,241.39017507068968,3164395.0
2024-02-02,244.27529822566302,241.55856873851786,245.28985219515914,238.9587059670844,3603847.0
2024-02-05,243.930289574749,244.04804730158583,245.07094354213652,243.30014233546962,733058.0
2024-02-06,243.942236061818,244.16839855343403,246.84735131783594,243.43265545149748,1044251.0
2024-02-07,244.75294400443605,245.22462646941773,247.56016050287337,242.9134999804667,2162784.0
2024-02-08,244.03328434569565,245.7016343839129,247.4937426949465,243.52324266570764,3570554.0
2024-02-09,243.12781512936445,244.4089497641904,245.33469466943183,241.24718069762702,933446.0
2024-02-12,242.87201512209623,243.55148302838342,244.14486586839956,241.65781772817914,196759.0
2024-02-13,241.6448683275265,244.99367866487316,245.02016697487764,240.79222878006982,4502456.0
2024-02-14,241.6943534746229,240.7566306348552,243.4638845291433,239.68623614706536,4565122.0
2024-02-15,240.67525879059107,241.41381304942402,241.6840170873768,237.9581942593093,2131342.0
2024-02-16,241.3691439552963,242.02636436704782,242.5670708736521,240.629527202506,3886822.0
2024-02-19,238.32320880206169,240.73031652406422,241.5481950839325,238.07182590647434,2076123.0
2024-02-20,239.41081452518554,240.02814158717612,243.3024403220593,237.7976694507248,1841459.0
2024-02-21,240.30529745207076,240.5874440962259,240.61450395439115,239.91931284054158,4568955.0
2024-02-22,240.46357420763582,240.5271173748317,243.4543707012011,239.30129166490627,2588308.0
2024-02-23,239.21781488968972,240.86171484847418,241.16134905944057,238.46968765310822,3872640.0
2024-02-26,238.22559831064567,241.03686317691333,244.32134908924047,235.5772187804877,1867775.0
2024-02-27,239.3408442051576,237.6391762431582,242.58741586179076,235.34289760144236,1849831.0
2024-02-28,239.86243283413066,239.85121139396057,239.87937935964496,236.75215679509822,4526192.0
2024-02-29,240.3755215804354,241.64234328174015,242.05493693378307,240.1637182844652,153514.0
2024-03-01,241.31880163923552,240.0327788543851,244.18539467714294,237.3612570448758,1407097.0
2024-03-04,242.22889911705485,240.45126902248816,242.5646620372044,236.4628353651459,834625.0
2024-03-05,241.6560508319142,242.4930890824783,245.17838067469665,241.12165961183555,1464919.0
2024-03-06,242.57152106266156,240.30361856793593,243.64085802467483,239.2985760974794,2279900.0
2024-03-07,243.2634806669128,242.87324695176872,244.1602615533519,241.87676987139398,4169865.0
2024-03-08,244.17392375345267,244.21745829393973,248.20761530631864,243.50648353342027,2409506.0
2024-03-11,248.91385191159878,242.9519562040678,249.57401789968495,242.3291077665897,116769.0
2024-03-12,256.4687632484727,247.23326304303876,257.382496532509,246.41022913694772,2568787.0
2024-03-13,262.0190844475198,257.143385392433,262.7577086247545,254.92516234510364,4106213.0
2024-03-14,267.2570337732792,263.7232565279079,268.72324877525654,261.3368087297829,4825275.0
2024-03-15,274.90871972966124,269.03939473263654,276.6719105472741,268.66075164687663,4245211.0
2024-03-18,275.11915124241966,274.1307682500905,276.13728031763753,272.56660878480886,4541168.0
2024-03-19,273.73226923398084,274.1471164019154,275.31530112941863,270.4547322987831,3652719.0
2024-03-20,273.86694172933403,275.1979777624628,275.8978096497835,273.2423137799271,1379795.0
2024-03-21,273.7799088213692,271.91819670889026,276.5073133177584,270.25829300377416,3017095.0
2024-03-22,275.6591760397275,274.4618742482711,276.5676154185262,269.25132239693863,2182718.0
2024-03-25,275.0300536690665,274.377953573119,275.1115699445281,270.0371149370212,1637105.0
2024-03-26,276.34271780211986,277.5381221731291,278.31279130482676,272.8128352726505,2652777.0
